Organization CRD#,Primary Business Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Postal Code,Main Office Telephone Number,World Wide Web Site Address,Discretionary AUM,Discretionary accounts,Average discretionary account AUM,Non-discretionary AUM,Non-discretionary accounts,Average non-discretionary account AUM,Total AUM,Total accounts,Average total account AUM
114507,Rocky Mountain Planning Group Inc.,48 E. Beaver Creek Suite 308,,Avon,CO,81620,(970) 949-9281,rmpginc.com,$0 ,0,,"$52,846,120 ",202,"$261,614 ","$52,846,120 ",202,"$261,614 "
121700,Rodgers & Associates,647 E. Roseville Road,,Lancaster,PA,17601,(717) 560-3800,rodgers-associates.com,"$337,642,217 ","1,739","$194,159 ","$16,440,299 ",94,"$174,897 ","$354,082,516 ","1,833","$193,171 "
106019,Roffman Miller Associates Inc.,1835 Market St.,Suite 500,Philadelphia,PA,19103,(215) 981-1030,roffmanmiller.com,"$475,111,185 ",619,"$767,546 ","$9,547,710 ",14,"$681,979 ","$484,658,895 ",633,"$765,654 "
106896,Rollins Financial Inc.,3343 Peachtree Road Ne,Suite 500,Atlanta,GA,30326,(404) 892-7967,rollinsfinancial.com,"$141,556,419 ",363,"$389,963 ",$0 ,0,,"$141,556,419 ",363,"$389,963 "
104771,Roman Butler Fullerton & Co,11500 Olive Blvd.,Suite 106,St Louis,MO,63141,(314) 997-1652,rbfadvisors.net,"$150,000,000 ",595,"$252,101 ","$17,500,000 ",33,"$530,303 ","$167,500,000 ",628,"$266,720 "
104605,Ronald Blue & Co. LLC,300 Colonial Center Parkway,Suite 300,Roswell,GA,30076,(770) 280-6000,pps.ronblue.com,"$6,339,088,000 ","15,426","$410,935 ","$101,071,000 ",295,"$342,614 ","$6,440,159,000 ","15,721","$409,653 "
117969,Roof Advisory Group Inc.,507 N. Front St.,,Harrisburg,PA,17101,(717) 260-9281,roofadvisory.com,"$190,119,012 ",140,"$1,357,993 ","$35,502,352 ",2,"$17,751,176 ","$225,621,364 ",142,"$1,588,883 "
137604,Roseline Capitol Advisors LLC,140 Virginia St.,Suite 300,Richmond,VA,23219,(804) 545-7440,theroselinegroup.com,"$116,500,000 ",193,"$603,627 ",$0 ,0,,"$116,500,000 ",193,"$603,627 "
123585,Rosen Capital Management Inc.,119 Calloway Drive,,Macon,GA,31204,(478) 742-1667,rosenmoney.com,"$21,255,000 ",70,"$303,643 ","$13,500,000 ",40,"$337,500 ","$34,755,000 ",110,"$315,955 "
105774,Rosenblum Silverman Sutton Sf Inc.,1388 Sutter St Ste 725,,San Francisco,CA,94109,(415) 771-4500,rssic.com,"$204,938,786 ",191,"$1,072,978 ","$910,596 ",2,"$455,298 ","$205,849,382 ",193,"$1,066,577 "
111304,Round Table Services LLC,319 Lenox Ave.,,Westfield,NJ,7090,(908) 789-7310,roundtableservices.com,"$573,930,397 ",586,"$979,403 ","$311,189,453 ",57,"$5,459,464 ","$885,119,850 ",643,"$1,376,547 "
151288,Roush Investments LLC,2014 Tulare Ave.,Suite 608,Fresno,CA,93721,(559) 579-1490,roushinvestments.com,"$30,000,000 ",20,"$1,500,000 ","$7,000,000 ",4,"$1,750,000 ","$37,000,000 ",24,"$1,541,667 "
135304,Royal Palms Capital LLC,501 Deep Valley Drive,Ste. 305,Rolling Hills  Est.,CA,90274,(310) 265-5939,royalpalmscapital.com,"$57,551,804 ",208,"$276,691 ","$649,775 ",11,"$59,070 ","$58,201,579 ",219,"$265,761 "
112884,Rph Financial Services Inc.,5109 Neola Road,,Stroudsburg,PA,18360,(570) 992-1675,rphfinancial.com,$0 ,0,,"$109,636,049 ",617,"$177,692 ","$109,636,049 ",617,"$177,692 "
157768,Rs Asset Management LLC,660 Southpointe Court,Suite 312,Colorado Springs,CO,80906,(888) 998-3466,rsassetmanagement.com,"$49,723,164 ",143,"$347,714 ","$38,669,660 ",218,"$177,384 ","$88,392,824 ",361,"$244,855 "
158621,Rs Crum Inc.,4 Upper Newport Plaza Drive,Suite 201,Newport Beach,CA,92660,(949) 428-9696,rscrum.com,"$188,599,500 ",134,"$1,407,459 ","$509,200 ",1,"$509,200 ","$189,108,700 ",135,"$1,400,805 "
110744,Rtd Financial Advisors Inc.,30 S. 17th St.,Ste 1620,Philadelphia,PA,19103,(215) 557-3800,rtdfinancial.com,"$584,960,938 ",424,"$1,379,625 ","$3,223,686 ",3,"$1,074,562 ","$588,184,624 ",427,"$1,377,482 "
150053,Ruedi Holder & Associates Inc.,2004 Fox Drive,Suite G,Champaign,IL,61820,(217) 356-1400,,"$207,863,939 ","1,063","$195,545 ","$3,124,999 ",7,"$446,428 ","$210,988,938 ","1,070","$197,186 "
107489,Ruggaard & Associates Inc.,2196 E Enterprise Parkway,,Twinsburg,OH,44087,(330) 487-5888,ruggaardfinancialadvisors.com,"$117,885,278 ",387,"$304,613 ","$7,022,810 ",38,"$184,811 ","$124,908,088 ",425,"$293,901 "
128036,Rutherford Asset Planning Inc.,5150 Tamiami Trail North,Suite 204,Naples,FL,34103,(239) 261-3344,rutherfordasset.com,"$113,771,631 ",309,"$368,193 ","$124,474 ",4,"$31,119 ","$113,896,105 ",313,"$363,885 "
157432,Ryan Poage & Co.,801 West 47th St.,Suite 204,Kansas City,MO,64112,(816) 531-4555,ryanpoage.com,"$28,683,389 ",142,"$201,996 ","$45,897 ",1,"$45,897 ","$28,729,286 ",143,"$200,904 "
151440,S.A. Mason LLC,"170 College Ave., Suite 230",,Holland,MI,49423,(616) 355-3500,,"$54,380,160 ",91,"$597,584 ","$115,456,450 ",23,"$5,019,846 ","$169,836,610 ",114,"$1,489,795 "
121666,S.C. Thomas & Associates Cpa,805 E. Washington St.,Ste #130,Medina,OH,44256,(330) 725-3162,,"$39,170,799 ",200,"$195,854 ","$987,037 ",27,"$36,557 ","$40,157,836 ",227,"$176,907 "
105160,Sadoff Investment Management LLC,250 W. Coventry Ct #109,,Milwaukee,WI,53217,(414) 352-8460,sadoffinvestments.com,"$590,200,000 ",543,"$1,086,924 ",$0 ,0,,"$590,200,000 ",543,"$1,086,924 "
152161,Safran Wealth Advisors LLC,641 Lexington Ave.,14th Floor,New York,NY,10022,(212) 328-9530,safranwealthadvisors.com,"$36,846,815 ",199,"$185,160 ","$3,185,815 ",7,"$455,116 ","$40,032,630 ",206,"$194,333 "
108547,Sage Capital Management LLC,380 Lexington Ave.,Suite 2705,New York,NY,10168,(212) 584-4110,sageny.com,"$321,218,579 ",669,"$480,147 ","$131,162,978 ",77,"$1,703,415 ","$452,381,557 ",746,"$606,410 "
107607,Sage Financial Advisors Inc.,110 Country Estates Circle,Suite 3,Reno,NV,89511,(775) 324-7244,sagefinancialadvisors.com,"$90,162,972 ",527,"$171,087 ","$74,094 ",2,"$37,047 ","$90,237,066 ",529,"$170,580 "
116933,Sage Financial Advisors Inc.,14238 N. Northsight Blvd.,,Scottsdale,AZ,85260,(480) 305-8060,,"$100,805,940 ",299,"$337,144 ",$0 ,0,,"$100,805,940 ",299,"$337,144 "
116574,Sage Financial Group Inc.,Five Tower Bridge,"300 Barr Harbor Drive, Suite 200",West Conshohocken,PA,19428,(484) 342-4400,sagefinancial.com,"$877,356,010 ",465,"$1,886,787 ","$138,940,432 ",94,"$1,478,090 ","$1,016,296,442 ",559,"$1,818,062 "
152576,Sage Future Financial LLC,"4800 Juan Tabo Ne, Suite D",,Albuquerque,NM,87111,(505) 298-4040,sagefuture.com,"$53,144,928 ",195,"$272,538 ",$0 ,0,,"$53,144,928 ",195,"$272,538 "
155016,Sage Hill Capital,944 N. Main St.,,Ann Arbor,MI,48104,(888) 988-5623,sagehillcapital.com,"$60,262,596 ",174,"$346,337 ","$48,124,460 ",2,"$24,062,230 ","$108,387,056 ",176,"$615,836 "
147890,Sagent Wealth Management,4695 Macarthur Court,Suite 220,Newport Beach,CA,92660,(949) 756-2242,sagentwm.com,"$100,000,000 ",650,"$153,846 ","$29,000,000 ",150,"$193,333 ","$129,000,000 ",800,"$161,250 "
143562,Sagevest Wealth Management,1320 Old Chain Bridge Road,Suite 250,Mclean,VA,22101,(703) 992-7650,sagevestwealth.com,"$84,360,924 ",74,"$1,140,012 ","$22,529,652 ",3,"$7,509,884 ","$106,890,576 ",77,"$1,388,189 "
107101,Saint Louis Investment Advisors Inc.,1701 Golfview Drive,,Collinsville,IL,62234,(618) 344-5808,slia.com,"$30,761,713 ",85,"$361,903 ",$0 ,0,,"$30,761,713 ",85,"$361,903 "
104855,Salem Investment Counselors Inc.,480 Shepherd St.,,Winston Salem,NC,27103,(336) 768-7230,saleminvestment.com,"$1,050,000,000 ",850,"$1,235,294 ",$0 ,0,,"$1,050,000,000 ",850,"$1,235,294 "
132248,Saltmarsh Financial Advisors LLC,900 N. 12th Ave.,,Pensacola,FL,32501,(850) 435-8300,saltmarshfa.com,"$47,144,525 ",69,"$683,254 ","$7,411,371 ",34,"$217,982 ","$54,555,896 ",103,"$529,669 "
142214,Samalin Investment Counsel LLC,297 King St.,,Chappaqua,NY,10514,(914) 666-6600,sicounsel.com,"$52,131,248 ",309,"$168,710 ","$61,795,007 ",338,"$182,825 ","$113,926,255 ",647,"$176,084 "
111295,Sand Hill Global Advisors LLC,245 Lytton Ave.,Suite 300,Palo Alto,CA,94301,(650) 854-9150,shadv.com,"$951,000,000 ",161,"$5,906,832 ",$0 ,0,,"$951,000,000 ",161,"$5,906,832 "
107464,Sanders Financial Management Inc.,5550 Triangle Parkway,Suite 300,Norcross,GA,30092,(770) 448-5111,sandersfinancial.com,"$181,423,409 ",839,"$216,238 ","$11,229,531 ",63,"$178,247 ","$192,652,940 ",902,"$213,584 "
118910,Sanderson Wealth Management LLC,750 Key Tower,50 Fountain Plaza,Buffalo,NY,14202,(716) 566-2420,sandersonllc.com,$0 ,0,,"$440,192,000 ",300,"$1,467,307 ","$440,192,000 ",300,"$1,467,307 "
119598,Sapere Wealth Management LLC,130 Matthews Station St.,Suite 2A,Matthews,NC,28105,(704) 321-5244,sapere.com,"$874,788,464 ","1,038","$842,763 ",$0 ,0,,"$874,788,464 ","1,038","$842,763 "
124529,Saratoga Wealth Advisors LLC,"340 Broadway, Third Floor",,Saratoga Springs,NY,12866,(518) 587-7147,saratogawealth.com,"$45,296,869 ",236,"$191,936 ","$6,601,316 ",23,"$287,014 ","$51,898,185 ",259,"$200,379 "
123457,Sard Wealth Managment Group LLC,1100 Johnson Ferry Road,Suite 695,Atlanta,GA,30342,(404) 843-4483,sardwealth.com,"$93,915,726 ",372,"$252,462 ","$2,982,658 ",8,"$372,832 ","$96,898,384 ",380,"$254,996 "
113216,Sargent Bickham Lagudis LLC,1801 13th St.,Suite 208,Boulder,CO,80302,(303) 443-2433,sargentbickham.com,"$675,000,000 ",333,"$2,027,027 ","$42,000,000 ",10,"$4,200,000 ","$717,000,000 ",343,"$2,090,379 "
109344,Sather Financial Group Inc.,120 E. Constitution,,Victoria,TX,77901,(361) 570-1800,satherfinancial.com,"$243,769,232 ",729,"$334,389 ","$22,663,389 ",20,"$1,133,169 ","$266,432,621 ",749,"$355,718 "
106317,Sauberan & Co. LLC,Ulrich City Centre Suite #2,,Lockport,NY,14094,(716) 439-1265,sauberanandcompany.com,"$76,600,000 ",202,"$379,208 ",$0 ,0,,"$76,600,000 ",202,"$379,208 "
107271,Savant Capital Management,190 Buckley Drive,,Rockford,IL,61107,(815) 227-0300,savantcapital.com,"$1,996,021,726 ","2,314","$862,585 ","$47,987,623 ",2,"$23,993,812 ","$2,044,009,349 ","2,316","$882,560 "
114928,Sawtelle Financial Management,1250 Ne Loop 410,Suite 350,San Antonio,TX,78209,(210) 822-5252,sawtellefinancial.com,"$93,102,202 ",566,"$164,492 ",$0 ,0,,"$93,102,202 ",566,"$164,492 "
132513,Sbk Financial Inc.,8720 Stony Point Parkway,Suite 250,Richmond,VA,23235,(804) 237-1700,sbkfinancial.com,"$298,940,515 ",712,"$419,860 ",$0 ,0,,"$298,940,515 ",712,"$419,860 "
107402,Scarborough Capital Management Inc.,441 Defense Hwy,Suite E,Annapolis,MD,21401,(410) 573-5700,401kadvice.com,"$870,022,887 ","4,368","$199,181 ",$0 ,0,,"$870,022,887 ","4,368","$199,181 "
110110,Schaefer Financial Management Inc.,7700 East Arapahoe Road,Suite 265,Centennial,CO,80112,(303) 770-6700,schaefer-financial.com,$0 ,0,,"$377,667,484 ","1,433","$263,550 ","$377,667,484 ","1,433","$263,550 "
133697,Schaeffer Financial LLC,One Church St.,Suite 901,Rockville,MD,20850,(301) 933-5550,schaefferfinancial.com,"$99,963,084 ",368,"$271,639 ",$0 ,0,,"$99,963,084 ",368,"$271,639 "
107630,Schaper Benz & Wise Investment Counsel Inc.,18 Jewelers Park Dr,Ste 200,Neenah,WI,54956,(920) 727-1137,sbw-invest.com,"$416,357,311 ",466,"$893,471 ",$0 ,0,,"$416,357,311 ",466,"$893,471 "
112997,Schenck Investment Solutions LLC,200 East Washington St.,,Appleton,WI,54911,(920) 996-1316,schenckfinancial.com,"$171,417,209 ",420,"$408,136 ","$199,944,126 ",281,"$711,545 ","$371,361,335 ",701,"$529,759 "
104804,Schiavi + Dattani,2710 Centerville Road,Suite 201,Wilmington,DE,19808,(302) 994-4444,sdfinancialadvisors.com,"$246,658,300 ",132,"$1,868,623 ","$54,543,700 ",19,"$2,870,721 ","$301,202,000 ",151,"$1,994,715 "
105864,Schill S R & Associates Inc.,2448 - 76th Ave Se,Suite 107,Mercer Island,WA,98040,(206) 275-2700,srschill.com,"$94,717,208 ",473,"$200,248 ",$0 ,0,,"$94,717,208 ",473,"$200,248 "
109132,Schlindwein Associates LLC,20 North Wacker Dr,Suite 1820,Chicago,IL,60606,(312) 332-1520,sallc.com,"$137,257,625 ",492,"$278,979 ","$1,858,809 ",5,"$371,762 ","$139,116,434 ",497,"$279,912 "
106339,Schnall Advisory Services Inc.,"350 Fifth Ave., Suite 3505",,New York,NY,10118,(212) 967-6155,,"$79,100,000 ",180,"$439,444 ",$0 ,0,,"$79,100,000 ",180,"$439,444 "
131893,Schorpp Capital Management,330 Milltown Rd. Suite E12,,East Brunswick,NJ,8816,(732) 387-2054,schorppcapital.com,"$1,808,000 ",177,"$10,215 ",$0 ,0,,"$1,808,000 ",177,"$10,215 "
110641,Schroeder Braxton & Vogt Inc.,1412 Sweet Home Road,Suite 7,Amherst,NY,14228,(716) 634-6113,sbvfinancial.com,"$222,032,729 ",449,"$494,505 ","$1,616,674 ",1,"$1,616,674 ","$223,649,403 ",450,"$496,999 "
108724,Schultz Financial Group Inc.,10765 Double R Blvd,Suite 200,Reno,NV,89521,(775) 850-5620,sfginc.com,"$13,975,625 ",1,"$13,975,625 ","$129,361,832 ",89,"$1,453,504 ","$143,337,457 ",90,"$1,592,638 "
143329,Schwallier Wealth Management,"5075 Cascade Rd. Se, Ste. B",,Grand Rapids,MI,49546,(616) 855-2051,swmadvisor.com,"$30,000,000 ",370,"$81,081 ",$0 ,0,,"$30,000,000 ",370,"$81,081 "
111214,Scoby Zook,11431 State Route 1 Suite 4,,Point Reyes Station,CA,94956,(415) 663-8505,,"$38,174,699 ",119,"$320,796 ",$0 ,0,,"$38,174,699 ",119,"$320,796 "
121222,Scott Snow (Financial Advisors) LLC,"24601 Center Ridge Road, Suite 175",,Westlake,OH,44145,(440) 871-7669,s2fa.com,$0 ,0,,"$240,000,000 ",289,"$830,450 ","$240,000,000 ",289,"$830,450 "
129972,Scott White Advisors LLC,1510 Royal Palm Square Blvd,Suite 103,Fort Myers,FL,33919,(239) 936-6300,ascottwhite.com,$0 ,0,,"$41,267,011 ",98,"$421,092 ","$41,267,011 ",98,"$421,092 "
122258,Scs Capital Management LLC,1 Winthrop Square,,Boston,MA,2110,(617) 204-6400,scsfinancial.com,"$6,911,200,000 ",139,"$49,720,863 ","$1,401,900,000 ",65,"$21,567,692 ","$8,313,100,000 ",204,"$40,750,490 "
147092,Seacrest Wealth Management LLC,3010 Westchester Ave.,Suite 307,Purchase,NY,10577,(914) 502-1900,seacrestwm.com,"$210,000,000 ",600,"$350,000 ",$0 ,0,,"$210,000,000 ",600,"$350,000 "
107834,Seamount Financial Group Inc.,90 So Cascade Ave.,Suite 1140,Colorado Springs,CO,80903,(719) 471-1171,seamountfinancialgroup.com,"$162,759,618 ",227,"$717,003 ","$23,508,369 ",66,"$356,187 ","$186,267,987 ",293,"$635,727 "
105807,Searcy Financial Services Inc.,12980 Foster St.,Suite 160,Overland Park,KS,66213,(913) 814-3800,searcyfinancial.com,"$118,857,874 ",131,"$907,312 ",$0 ,0,,"$118,857,874 ",131,"$907,312 "
126928,Seascape Capital ManagementLLC,99 Bow St.,Suite 300 East,Portsmouth,NH,3801,(603) 964-4480,seascape-capital.com,"$80,767,023 ",110,"$734,246 ","$631,690 ",1,"$631,690 ","$81,398,713 ",111,"$733,322 "
122941,Sebold Capital Management Inc.,400 E. Diehl Road,Ste 210,Naperville,IL,60563,(630) 548-9700,seboldcapital.com,"$73,881,385 ",324,"$228,029 ","$1,407,656 ",43,"$32,736 ","$75,289,041 ",367,"$205,147 "
128688,Sechrest Financial Services,525 Main St. Suite 6,,Acton,MA,1720,(978) 795-1284,sechrestfinancialservices.com,$0 ,0,,"$46,511,168 ",175,"$265,778 ","$46,511,168 ",175,"$265,778 "
130452,Seidman Investment Advisors LLC,100 Crescent Road,Suite 2A,Needham,MA,2494,(781) 726-6065,seidmans@seidmaninvestments.com,"$34,511,630 ",229,"$150,706 ","$5,654,120 ",49,"$115,390 ","$40,165,750 ",278,"$144,481 "
106894,Seidman Investment Portfolios,23 Mayflower Lane,,Vineyard Haven,MA,2568,(508) 696-0330,seidmansays.com,"$21,152,353 ",104,"$203,388 ","$10,895,000 ",1,"$10,895,000 ","$32,047,353 ",105,"$305,213 "
111099,Select Financial Group LLC,912 Washington Ave.,,Carnegie,PA,15106,(412) 276-5010,selectfg.com,"$55,832,054 ",128,"$436,188 ","$92,596,039 ",259,"$357,514 ","$148,428,093 ",387,"$383,535 "
152824,Seneca Financial Advisors LLC,400 Linden Oaks,Suite 150,Rochester,NY,14625,(585) 203-1211,senecafinancialadvisors.com,"$77,123,792 ",130,"$593,260 ","$65,870,868 ",139,"$473,891 ","$142,994,660 ",269,"$531,579 "
131618,Seneschal Advisors LLC,"7350 Cirque Drive W., Suite 101",,University Place,WA,98467,(253) 460-3430,seneschaladvisors.com,"$70,072,534 ",156,"$449,183 ","$3,443,647 ",33,"$104,353 ","$73,516,181 ",189,"$388,975 "
129412,Sensiba San Filippo Financial Advisers LLC,1840 Gateway Drive,Suite 420,San Mateo,CA,94404,(650) 358-9000,ssffinancial.com,"$6,510,646 ",2,"$3,255,323 ","$37,148,881 ",40,"$928,722 ","$43,659,527 ",42,"$1,039,513 "
120766,Sensible Financial Planning And Management LLC,203 Crescent St.,Suite 108,Waltham,MA,2453,(781) 642-0890,sensiblefinancial.com,"$135,044,453 ",608,"$222,113 ","$115,769,527 ",283,"$409,080 ","$250,813,980 ",891,"$281,497 "
136370,Sentinel Wealth Advisors LLC,1901 West 47th Place,Suite 103,Westwood,KS,66205,(913) 647-1340,sentinelwealthadvisors.com,"$30,818,606 ",68,"$453,215 ",$0 ,0,,"$30,818,606 ",68,"$453,215 "
122235,Sentinel Wealth Management Inc.,11710 Plaza America Dr.,Suite 130,Reston,VA,20190,(703) 787-5770,sentinelwealth.com,"$132,206,045 ",82,"$1,612,269 ",$0 ,0,,"$132,206,045 ",82,"$1,612,269 "
156089,Sentry Wealth Advisors,100 Independence Place,Suite #201,Tyler,TX,75703,(903) 561-4008,,"$22,493,754 ",22,"$1,022,443 ","$52,527,104 ",1,"$52,527,104 ","$75,020,858 ",23,"$3,261,776 "
148194,Sequent Asset Management LLC,"952 Echo Lane, Suite 115",,Houston,TX,77024,(713) 467-0008,sequentasset.com,"$242,459,289 ",204,"$1,188,526 ","$152,974,598 ",86,"$1,778,774 ","$395,433,887 ",290,"$1,363,565 "
150195,Servus Capital Management,1149A Vista Park Drive,,Forest,VA,24551,(434) 316-0246,servuscm.com,"$500,000 ",4,"$125,000 ","$127,500,000 ",224,"$569,196 ","$128,000,000 ",228,"$561,404 "
114370,Sessions Financial Group Inc.,7084 E. Fish Lake Road,,Maple Grove,MN,55311,(763) 494-0095,sessionsfinancial.com,"$39,389,922 ",396,"$99,470 ",$0 ,0,,"$39,389,922 ",396,"$99,470 "
158722,Seven Bridges Advisors LLC,"767 Fifth Ave., 24th Floor",,New York,NY,10153,(212) 490-6320,,"$470,150,141 ",10,"$47,015,014 ","$1,428,576,562 ",68,"$21,008,479 ","$1,898,726,703 ",78,"$24,342,650 "
129817,Sfc Financial LLC,3890 S. Lindbergh Blvd,Ste 210,St. Louis,MO,63127,(314) 842-2001,,$0 ,0,,"$68,459,452 ",173,"$395,719 ","$68,459,452 ",173,"$395,719 "
111241,Sfg Investment Advisors Inc.,"3655 Route 202, Suite 140",Georgetown Crossing Offices,Doylestown,PA,18902,(215) 345-5601,sfgadvisors.com,$0 ,0,,"$80,760,398 ",468,"$172,565 ","$80,760,398 ",468,"$172,565 "
116564,Sfm LLC,575 Front St.,,Manchester,NH,3102,(603) 625-8400,sfmllc.net,"$81,429,000 ",265,"$307,279 ",$0 ,0,,"$81,429,000 ",265,"$307,279 "
112130,Sfx Financial Advisory Management Enterprises Inc.,"5335 Wisconsin Ave., Nw",Suite 720,Washington,DC,20015,(202) 721-7225,,"$48,931,678 ",87,"$562,433 ","$2,025,587 ",11,"$184,144 ","$50,957,265 ",98,"$519,972 "
133824,Sg Financial Advisors LLC,"333 Sandy Springs Circle, N.E.",Suite 121,Sandy Springs,GA,30328,(404) 459-0027,sgfinancialadvisors.com,"$122,369,575 ",126,"$971,187 ",$0 ,0,,"$122,369,575 ",126,"$971,187 "
111950,Shakespeare Wealth Management Inc.,N22 W27847 Edgewater Drive,Suite 101,Pewaukee,WI,53072,(262) 814-1600,shakespearewealthmanagement.com,"$56,419,505 ",329,"$171,488 ",$0 ,0,,"$56,419,505 ",329,"$171,488 "
117527,Shankervalleau Wealth Advisors Inc.,1421 Sherman Ave.,Suite 101,Evanston,IL,60201,(847) 475-2900,shankervalleau.com,"$105,181,874 ",369,"$285,046 ",$0 ,0,,"$105,181,874 ",369,"$285,046 "
118739,Sheaff Brock Investment Advisors LLC,10401 N. Meridian St.,Suite 100,Indianapolis,IN,46290,(317) 705-5700,sheaffbrock.com,"$323,000,000 ","1,840","$175,543 ",$0 ,0,,"$323,000,000 ","1,840","$175,543 "
105710,Sheets Smith Wealth Management,120 Club Oaks Court,Suite 200,Winston Salem,NC,27104,(336) 765-2020,sheetssmith.com,"$521,000,000 ",664,"$784,639 ",$0 ,0,,"$521,000,000 ",664,"$784,639 "
156705,Sheridan Capital Management LLC,425 Market St. Suite 2200,,San Francisco,CA,94105,(415) 694-2076,sheridancapitalmanagement.com,"$94,000,000 ",158,"$594,937 ",$0 ,0,,"$94,000,000 ",158,"$594,937 "
122730,Sherman & Armbruster Inc.,609 Treybourne Dr. Suite A,,Greenwood,IN,46142,(317) 881-6670,s-a-cpa.com,"$94,125,003 ",186,"$506,048 ","$21,659,797 ",39,"$555,379 ","$115,784,800 ",225,"$514,599 "
109228,Sherpa Investment Management,Regency West 7,"4400 Westown Parkway, Suite 405",West Des Moines,IA,50266,(515) 225-6000,sss-co.com,"$285,480,566 ","1,276","$223,731 ",$0 ,0,,"$285,480,566 ","1,276","$223,731 "
105302,Sherrill & Hutchins Financial Advisory Inc.,200 Ashford Center North,Suite 325,Atlanta,GA,30338,(770) 395-9797,sh-advisors.com,"$250,197,448 ","1,230","$203,413 ",$0 ,0,,"$250,197,448 ","1,230","$203,413 "
106097,Shine Investment Advisory Services Inc.,9892 Rosemont Ave. Suite #100,,Lone Tree,CO,80124,(303) 740-8600,shineinvestments.com,"$403,498,979 ",995,"$405,527 ","$6,912,046 ",106,"$65,208 ","$410,411,025 ","1,101","$372,762 "
152087,Shorepoint Capital Partners LLC,"14 Page Terrace, Suite 2 C/D",,Stoughton,MA,2072,(781) 341-7250,shorepointcapitalpartners.com,"$86,266,654 ",316,"$272,996 ","$9,463,254 ",21,"$450,631 ","$95,729,908 ",337,"$284,065 "
153625,Sica Wealth Management LLC,67 East Park Place,First Floor,Morristown,NJ,7962,(973) 975-0750,sicawealthmgt.com,"$147,736,751 ",868,"$170,204 ",$0 ,0,,"$147,736,751 ",868,"$170,204 "
108685,Sierra Asset Management,40312 Junction Drive,,Oakhurst,CA,93644,(559) 658-5193,sierraam.com,"$118,844,536 ",802,"$148,185 ","$1,869,001 ",2,"$934,501 ","$120,713,537 ",804,"$150,141 "
145304,Sierra Nevada Wealth Management LLC,5375 Kietzke Lane,2nd Floor,Reno,NV,89511,(775) 297-4681,snwmllc.com,"$21,458,093 ",173,"$124,035 ","$85,999,739 ",29,"$2,965,508 ","$107,457,832 ",202,"$531,969 "
104754,Sigma Investment Counselors,27777 Franklin Road,Suite 1100,Southfield,MI,48034,(248) 223-0122,sigmainvestments.com,"$486,883,468 ","1,263","$385,498 ",$0 ,0,,"$486,883,468 ","1,263","$385,498 "
147578,Signalpoint Asset Management LLC,400 South Ave.,Suite 300,Springfield,MO,65806,(417) 869-9980,signalpointinvest.com,"$156,591,655 ",573,"$273,284 ","$57,580,522 ",347,"$165,938 ","$214,172,177 ",920,"$232,796 "
106375,Signature,World Trade Center,"101 West Main St., Suite 700",Norfolk,VA,23510,(757) 625-7670,signatureus.com,"$2,504,367,594 ",846,"$2,960,245 ",$0 ,0,,"$2,504,367,594 ",846,"$2,960,245 "
125114,Silicon Valley Capital Partners L.P.,560 South Winchester Blvd.,Suite 500,San Jose,CA,95128,(408) 236-7300,svcp.com,"$117,038,000 ",805,"$145,389 ",$0 ,0,,"$117,038,000 ",805,"$145,389 "
105194,Silver Bridge,255 State St.,6th Floor,Boston,MA,2109,(617) 502-9444,silverbridgeadv.com,"$1,803,233,248 ","1,709","$1,055,139 ","$177,181,543 ",187,"$947,495 ","$1,980,414,791 ","1,896","$1,044,523 "
108298,Silver Oak Advisory Group,1130 Sw Morrison St,Ste 610,Portland,OR,97205,(503) 242-1715,silveroak.net,$0 ,0,,"$122,332,930 ",406,"$301,313 ","$122,332,930 ",406,"$301,313 "
118333,Silvercrest Asset Management Group LLC,1330 Ave. Of the Americas,38th Floor,New York,NY,10019,(212) 649-0600,silvercrestgroup.com,"$7,276,000,000 ","3,719","$1,956,440 ","$3,275,000,000 ",672,"$4,873,512 ","$10,551,000,000 ","4,391","$2,402,870 "
133174,Silverleafe Capital Partners LLC,"6070 Poplar Ave., Suite 725",,Memphis,TN,38119,(901) 259-3345,silverleafe.com,"$92,343,047 ",201,"$459,418 ","$12,017,339 ",4,"$3,004,335 ","$104,360,386 ",205,"$509,075 "
110532,Silveroak Wealth Management LLC,7650 Edinborough Way,Suite 250,Edina,MN,55435,(952) 896-5700,silveroakwealth.com,"$234,934,423 ",510,"$460,656 ","$14,210,186 ",31,"$458,393 ","$249,144,609 ",541,"$460,526 "
132581,Simon Capital Management,One Bala Plaza,Ste. 630,Bala Cynwyd,PA,19004,(610) 667-2450,simoncap.com,"$32,000,000 ",533,"$60,038 ","$7,000,000 ",5,"$1,400,000 ","$39,000,000 ",538,"$72,491 "
133372,Simplifi,635 N. Trade St.,,Winston-Salem,NC,27101,(336) 422-6017,gosimplifi.com,$0 ,0,,$0 ,0,,$0 ,0,
109217,Singer Potito Associates Inc.,"9 Research Drive, Suite #1",,Amherst,MA,1002,(413) 256-1225,singerpotito.com,"$167,142,438 ",280,"$596,937 ","$1,084,113 ",4,"$271,028 ","$168,226,551 ",284,"$592,347 "
